Категория,Подкатегория,Продукт,Описание,Цена
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с чесноком 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Каперсы в уксусе 110 гр,,1 300 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки Гордал с перцем 350 гр,,2 200 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Огурчики маринованные 350 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Бандерилья пикантная 350 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Андалузский коктейль (оливки микс и маринованные огурчики) 350 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Нут вареный 540 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Лук маринованный 350 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Перец Пикильо целиком 290 гр,,2 200 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Перец Пикильо нарезанный 280 гр,,2 200 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Перец Пикильо с тунцом 225 гр,,3 500 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Фасоль сливочная вареная 540 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Фасоль белая вареная 540 гр,,1 700 Т
Антипасти,Артишоки,Артишоки со стеблями Alla Romana Le Bonta 3100 мл,"Артишоки по римски, консервированные и готовые к употребления, уп. 3100 мл",24 000 Т
Антипасти,Артишоки,Артишоки четвертинки Paesana Le Bonta 3100 мл.,"Консервированные по Крестьянски четвертинки Артишоков, уп. 3100 мл.",20 000 Т
Антипасти,Артишоки,Артишоки со стеблями на гриле  Alla Romana Le Bonta 3100 мл,"Артишоки, подсолнечное масло, винный уксус, соль, ароматные травы, специи.",24 000 Т
Антипасти,Артишоки,Le Bonta Артишоки четвертинка Paesana 314 мл,"Артишоки, подсолнечное масло, винный уксус, соль, ароматные травы, специи.",4 800 Т
Антипасти,Артишоки,Le Bonta Артишоки сердцевина в рассоле ж/б 2650 мл,,12 800 Т
Антипасти,Артишоки,Артишоки со стеблями alla PugLiese ж/б Le Bonta  2650 мл,,16 800 Т
Антипасти,Артишоки,Alicos  Артишоки Нонна Пеппа-банка 190 гр,,3 600 Т
Антипасти,Артишоки,Casa Marrazzo Артишоки со стеблями на гриле в масле 750 гр,,7 000 Т
Антипасти,Артишоки,Le Bonta Артишоки сердцевина 3100 мл,,24 000 Т
Антипасти,Артишоки,Артишоки четвертинка в рассоле ж/б Le Bonta 2650 мл,,12 800 Т
Антипасти,Каперсы,Каперсы на веточке Le Bonta 314 мл,"Каперсы Caperbarries in Vinegar, 314 мл., Италия",3 500 Т
Антипасти,Каперсы,Каперсы в соли Le Bonta 212 мл,"Пересыпаны крупной солью, 212 мл., Италия",2 800 Т
Антипасти,Каперсы,Plaza Del Sol Каперсы в уксусе 110 гр,,1 300 Т
Антипасти,Каперсы,Le Bonta  Каперсы в уксусе 1700 мл,"Каперсы, вода, винный уксус, соль.",10 800 Т
Антипасти,Антипасти Medusa,Маринованное Филе Анчоуса Medusa 200 гр,"Очищенное филе Анчоуса в контейнере весом 200 гр., Италия",3 990 Т
Антипасти,Антипасти Medusa,Филе сардин Medusa 1000 гр,,17 500 Т
Антипасти,Антипасти Medusa,Medusa салат из морепродуктов 200 гр,,3 990 Т
Антипасти,Антипасти Medusa,Medusa Сурими с королевскими креветками 1 кг,,12 800 Т
Бакалея,Трюфель,Сальса из черного трюфеля Salsa Nero Tartuffi 90 гр,"Сальса из натурального Черного Трюфеля, 90 гр.",7 500 Т
Бакалея,Трюфель,Сальса из Черного трюфеля Tartuffi 45 гр,"Трюфель черный мелкорубленный в виде Сальсы, 45 грамм, Италия",5 800 Т
Бакалея,Трюфель,Сальса из Черного трюфеля Tartuffi 190 гр,"Сальса Соус из Трюфеля, 190 грамм, Италия",9 500 Т
Бакалея,Трюфель,"Соль морская с Трюфелем Carmencita, 360 гр","Кусочки сушеного трюфель , упаковка с мельницей, 360 гр",5 500 Т
Бакалея,Трюфель,Трюфель черный целый в рассоле Tartuffi 50 гр,"Трюфель целый Whole Black Truffle in brine, сохраненный в воде и соли, 50 гр.",9 500 Т
Бакалея,Трюфель,Ломтики черного трюфеля в рассоле Truffle slices Organic 90 гр,Ломтики (слайсы) трюфеля в рассоле 90 гр.,12 500 Т
Бакалея,Трюфель,Трюфель Черный целый в рассоле 100 гр,"Трюфель натуральный, целый, в воде, 100 гр., Италия",17 500 Т
Бакалея,Трюфель,Tartuffi Трюфельная паста соус 90 гр органик,"Крем из белых летних трюфелей Crema di Tartufo BIO, уп. 90 гр",9 800 Т
Бакалея,Трюфель,Tartuffi Измельченный черный трюфель 90 гр,Летний трюфель молотый в масле. С добавлением масла и соли,9 500 Т
Бакалея,Трюфель,Tartuffi Измельченный черный трюфель 45 гр,Летний трюфель молотый в масле. С добавлением масла и соли,6 800 Т
Бакалея,Трюфель,Tartuffi Ломтики черного трюфеля в рассоле 45 гр,"Летний трюфель в кукурузном масле, нарезанный ломтиками",7 500 Т
Бакалея,Трюфель,Tartuffi Ломтики черного трюфеля в рассоле 90 гр,"Летний трюфель в кукурузном масле, нарезанный ломтиками",13 500 Т
Бакалея,Специи,Приправа Гималайская и Три вида перца горошек 312 гр мельница Carmencita,"Розовая Гималайская Соль и 3 перца горошком, мельница, 312 гр. Испания",4 800 Т
